normalisasi,Score,Sentiment
bukan dikali woyyyydibagi jadinya juta dibagi tahun jdnya juta per tahun,1,Positif
baru semalam aku wd juta sekarang wd lagi ke,0,Netral
mereka makan apa ya bun buat beras saja dikasih ribu per hari masyaallah,1,Positif
kayak pensil gambar rupa ngelesnya,0,Netral
lebih ganas dibanding tikus sawah,0,Netral
oh pahlawan negara kasihan betul kalian,0,Netral
tunjukkan saja dokumen keputusan ya,1,Positif
dpr bukan perwakilan rakyat lagi kalau kayak begini,-5,Negatif
setelah september target selanjutnya inj,0,Netral
kemarin kemarin dong bilangnyaitulah perlunya transparansi anggaran supaya rakyat lebih faham tidak guna juga di jelasin sekarang karena masih ada tunjangan komunikasi sampai juta sekian itu tujuannya buat apa ya beli kuota begitu,-1,Negatif
beli beras ya beras jepang yang premium itu dpr mah kan harus sejahtera,-1,Negatif
kerja tahun dapat tunjangan rumah kami kerja puluhan tahu kok tidak dapat tunjangan,0,Netral
setelah september target selanjutnya inj,0,Netral
jangan percaya sama tikus,1,Positif
ini hanya di depan media kalau di belakang mah mana tau kan cuma mereka saja yang tau,-7,Negatif
coba yang jelaskan itu bendahara dan sekretaris dewan karena mereka yang mengeluarkan rincian yang didapat anggota dpr contoh banyak bendahara dan sekretaris dewan yang masuk penjara karena korupsi,-13,Negatif
harusnya gedein bansos buka gaji dpr,0,Netral
rumah mewah di kawasan elit menteng kebayoran pondok indah macam po akan putih berkisar juta juta budget mereka juta berarti juta untuk sewa rumah untuk gundik,4,Positif
orang ini dapat bintang tsnda jasa jasanya apa,0,Netral
selama dpr berdiri rakyat makin tercekik dan kenapa rakyat tidak bisa bubarin dpr padahal demo besaran,-1,Negatif
badogan e akeh beras seharga juta kurang,0,Netral
rumah eko patrio sudah segede gaban masih dapat tunjangan,0,Netral
kamu asal menjiplak,-1,Negatif
ngontrak rumahmemang e apa tidak punya rumah sendiri,-1,Negatif
bukan kontrak pak beli rumah itu pak,-1,Negatif
buruh kita di dpr ri kelihatan senang banget deh,1,Positif
lah itu ya berarti sama juga seperti rakyat kecil yang dapat kompensasi untuk apa tunjangan besarran padahal gaji dan tunjangan lainnya sudah di dapat,-4,Negatif
jangan sepelekan peringatan pco catat semua provokasi,-1,Negatif
mulutnya pada mencla mencle tidak ada yang pas,-2,Negatif
masyarakat kerja nyewa kos uang pribadi yang bayar dpr memeras rakyat,0,Netral
rakyat yang menggajinya tapi rakyat susah karena ya dan banyak rakyat yang benar susah tapi tidak dapat perhatian,-4,Negatif
perubahan keputusan biasa setelah ada tekanan rakyat,1,Positif
kocaaakbeda orang beda penjelasan,0,Netral
yang kayak makin kayak yang miskin makin miskin,-4,Negatif
guru dan dosen brgkat jam pagi kerja serius tiap hari gaji juta dbilang beban negara dpr brgkat kerja jam berapa gajinya tidak main ratusan juta bulan kerjaxa duduk santai fasilitas wah hebat,2,Positif
bejirrr enak benar ya,1,Positif
lah enak banget rakyat ya mau beli bensin beras telor jadi satu pakai duit gaji mana kga naik,0,Netral
bagaimana tunjangan kehormatan juta lah kita yang memilih mereka dianggap rakyat jelata cuma dapat hikmahnya saja,-3,Negatif
berpesta dari kringat rakyat,-1,Negatif
sudah benar pakai rumah dinas bisa ngirit anggaran sekarang rumah dinas ya siapa yang pakai,2,Positif
tuman teman arek iki,0,Netral
juta tiap bulan buat kontrakmahal amat pak kontrakan sampai juta sbulanbilang saja buat dikorup,3,Positif
bujang kau itu sudah dapat tunjangan hotel juta per hari masih meminta tunjangan rumah juta sebulan kurang enak apa hidupmu bujang,2,Positif
beda orang beda penjelasannya,-2,Negatif
bukan berjuang untuk rakyat tapi berjuang untuk diri sendiri,-3,Negatif
kalau sebulan juta bulan saja bisa lunasin kpr rumah subsidi rumah sayaenak banget jadi dpr,1,Positif
ini orang apa genderuwo kok banyak banget jatah beli berasnya,0,Netral
katanya dulu ada rumah dinas tapi sekarang sudah tidak layak pengin rumah dinasnya yang kayak istana kali,-2,Negatif
sebulan habis lah karung,0,Netral
makan ya kayak babi mungkin sehinga beras juta satu bulan,-2,Negatif
jadi lu bahagia atas apa yang terjadi di negeri inimiris banget,-1,Negatif
terus rakyat yang kasih tunjangan,-2,Negatif
gaji dpr naik di bebankan ke masyarakat dengan menaikan pajak tapi feedback buat masyarakat tidak ada,0,Netral
sebenarnya negara kita tidak miskin ya,0,Netral
kita gaji umr saja ngontrak sendiri masa anggota dpr yang banyak uang masih meminta dibayarin pemerintah,-3,Negatif
mencapai sekian miliar kita ya mantuull mimi krisdayanti jujur,1,Positif
jelangkung ini mah ada terus dimana mana,0,Netral
pejabat isinya iblis semua,-3,Negatif
enakke kerja tidak jelas uang deresrakyat ditekan bayar pajakhuuu,0,Netral
bikin perut buncit gasi kalau makin kebanyakan,1,Positif
fiks ini beban rakyat sedang rakyat ya cari kerja susah,-1,Negatif
tidur di ruang rapat itu kerja keras loh karena tidak semua orang bisa tidur saat sedang rapat,-4,Negatif
enak kali ngrampas uang rakyat,0,Netral
juta cuma cumaaa,0,Netral
yang diotaknya hanya cuman,-2,Negatif
bisa lah kita kan tetap kerja kak,2,Positif
asal kerja benar saja ini masalahnya banyak undang yang menyengsarakan rakyat,0,Netral
wkwkwkjangan loh keluarga anggota dpr ya,0,Netral
mana ada nyaleg sama coy sama iya kali,2,Positif
cuman dapat juta,1,Positif
tidak layak kalian dapat sebanyak itu binatang,-2,Negatif
kudu di demo ini dpr,-1,Negatif
sama adja pak itu hotel kalau diitung,0,Netral
masa kontrakudah kayak sudah punya rumah sendiri,0,Netral
gede banget pantas kayak,0,Netral
kasih rumah dinas rumah subsidi di jonggol biar tiap ganti pejabat tidak perlu ada biaya rumah lagi,1,Positif
dijakarta masih banyak gaji juta sembulan pak sebulan ini cuma juta buat beras,2,Positif
mungkin beras dia ribu perkilo,-2,Negatif
beras cuma dapat juta,0,Netral
kebalikannyapara anggota dpr kalau tidak menjabat sebagai dpr mungkin tidak bisa hidupselama ini hidup mereka karena kita rakyat kecil yang selalu munyumbangkan dana buat merekakita bayar pajak,-8,Negatif
memang dpr tidak punya rumah pak di tempat saya anggota dprd saja rumah ya dua tingkat mirip istana,0,Netral
tunjangan uang parkir kira berapa,0,Netral
tidur di gedung ber ac kak sama joged joged,1,Positif
orang gaji gede meminta tunjangan kayak kagak mampu saja,-3,Negatif
setiap tahun juta sebulancoba ulang,1,Positif
apa wakil rakyat kita yang benar saja kamu,-3,Negatif
pov bunda corla sudah lah muakkk aku,0,Netral
ingat abang modal ya kan gede,1,Positif
gaji rakyat umr ump juta pak perbulan baru adil,1,Positif
oalah cuman sampai oktober ya oke sip deh,2,Positif
beras karo petani ini mas,0,Netral
namanya serakah kak tidak ada puasnya sama apa yang didapat sudah gedek banget sama mereka,0,Netral
ton padi juta boz gila orang orang dewan,0,Netral
beras juta buat ngubur dia,1,Positif
itu langsung cash total sama dan di setelah okt tidak adaka ada lagi daftar tunjangannya di bulan nov,-1,Negatif
beras yang diimpor dari venus kak,-2,Negatif
habis mengomong pegang hidung gatal tau kan kenapa,-4,Negatif
pertanyaannya kok setiap anggota dpr penjelasanya beda beda yang benar yang mana nih,-5,Negatif
kami sudah bantu ratusan orang dengan program sedekah rbbulan kekumpul sebulannya rata juta seandainya kita bisa kumpulin juta sebulan berapa banyak orang yang bisa kita bantu ya,1,Positif
lah eluu buzzer dengar mangkanya demger juta per bulan selama tahun,1,Positif
berarti para guru yang bikin vidio itu sdm rendah yabanyak loh guru yang up vidio beliau,0,Netral
saya masih percaya krisdayanti pak,0,Netral
katanya efisensi anggaran tapi para petinggi negara malah berfoyafoya dan prawobo juga hanya omonomon masih ingatkah pada saat prawobo di mata najwa yang hormat di depan cermin,-3,Negatif
beras yang di tanam di antartika abang makanya mahal,0,Netral
tni polri di suruh efisiensi anggaran makin ngenessss tapi dpr malah di atas awan ya allah negara macam apa ini,0,Netral
memang anggota dpr rumah ya harus nyewa mulu perasaan yang aku lihat rumah ya gedong terus ruma ya hak milik tidak nyewa,3,Positif
tidak ada guna kak,0,Netral
kamu juga dikasih menang besar disitu bang mengira gua doang yang dikasih menang besar disitu,0,Netral
dukasih tunjangan kontrakan rumah tapi tinggalnya masih pada dirumah tinggal masingmasing pak,-1,Negatif
mudahan berkah barokah pasti allah kasih rejeki dari ayah yang tidak kita sangka anak saya juga guru ibu,2,Positif
yang benar itu dpr beban rakyat,-3,Negatif
lihat jwbn krirdayanti waktu ditanya gaji dpr bos,2,Positif
memang siaa yang suruh ngontrak rumah yang mahal otak tidak di pakai,-2,Negatif
cuma buat stock gudang beras di rek,0,Netral
telurnya juga suka naik turun,1,Positif
pakai tenda kan murah,0,Netral
bisa tidak gaji dpr itu atau juta saja perbulan begitu biar merasai juga jadi rakyat biasa yang kerjanya lembur tapi gaji tidak sbrp,-3,Negatif
gaji umr tunjangan ya cowok gede,0,Netral
terus nasip rakyat bagaimana nih kan naik juga itu sembako,0,Netral
gaakkkk mending ditaruh di mes,0,Netral
atur saja bagaimana enak ya kalian kan berkuasa di atas bumi belum tau di akhirat ya,0,Netral
ya setidaknya seimbang dengan kinerja dan kondisinya msak rakyat kelaparan dpr kekenyangan sampai mau muntah,0,Netral
fungsinya dpr bagi rakyat apa sih bertanya dengan nada lemah lembut,1,Positif
ini juga kacau dan tidak krlas,-1,Negatif
pindah ke ikn saja pakper kepala juta setaun,0,Netral
mau komen ah gaji guru besar masa dpr wakil rakyat kecil guru bersyukur makan apa adanya nikmat mana yang engkau dustakanmakasih bu guru bapak guru,2,Positif
gaji dpr harus umr mau nggakkalau begini ini sistemnya orang yang mau dpr tidak akan menyogok saat pemilihan legislatifjadi yang duduk di kursi dpr benar orang yang tulus mengabdi untuk rakyat,-7,Negatif
buruh yang umr juta pas gajian,1,Positif
hanya memikirkan bukan meringankan,-3,Negatif
betul tapi kalau duit hidup kayak mau mati,-2,Negatif
iya benar nyesekk dada rasanya yaallah tunggu pengadilan di akhirat,0,Netral
ton kali ya,1,Positif
ada saja akal ya untuk menyakinkan,0,Netral
brati sudah berjalan dong,0,Netral
iya ke pernh lihat video kd,1,Positif
kalau cuman mengomong doang anak tak juga bisa biasakan kalau klarifikasi itu di lihat kan dengan data yang valid ke masyarakat,-5,Negatif
kasihan dpr men masayarakatne,0,Netral
juta blnkit pinjm bank untuk modal jtlunas tahunya allah keadilan ya mana,3,Positif
rakyatmu banyak yang ngontrak dapat tunjangan juga ggak,-2,Negatif
kecil ya mengira saya minimal juta tapi keren ya tni banyak yang punya mobil terus istri ya banyak cicilan di bank,2,Positif
nyesesel aku nyobok prabowo kemarin,0,Netral
ah ngadi yang benar tetap juta perbulan selama periode kali,0,Netral
ya benar ini juga sebelum kenaikan kan,1,Positif
berarti perbulan juta,2,Positif
ingat kakak cumacuma loh ituudah sesuai dengan yang sering presiden omongkan naikkan gaji pejabat sesuai janji pemilu tapi tambahan gaji guru juta bulan selama bulan cuma omon,3,Positif
kasih makan gratis saja kayak siswa sekolah,1,Positif
harusnya sih begitu kan wakil rakyat dia bilang cuma lah kita gaji tidak seberapa masih menggaji dia ya salammm,-3,Negatif
astaga uang beras juta bulan makin berapa kali sehari banyak amat apalagi beras bulig,2,Positif
lebih kerja nyata tni loh sebenarnya sungguh tidak adil memang yang siap berkorban jiwa dan raga rumdinnya sangat sederhana,1,Positif
kebanyakan pegang duit jadi ya koslet,1,Positif
ani simpanan selebihnya keluarga dari istri pertama dan istri kedua,-1,Negatif
pintar banget gila,1,Positif
yang di makan beras apa ya sampai habis juta di bagi hari ribu perhari buat beli beras satu hari makan habis karung beras yang kg,0,Netral
ah plin plansudahlah tidak ada lagi tunjangan lagi,-4,Negatif
muka penyok ada terus,0,Netral
juta kali blnjt kali masa jbtan belum reward sampingan ya kiri kanan dpan belakang,1,Positif
yohanes kamu ada dimana,0,Netral
aku juga herann buat sayembra dong,1,Positif
ini bukti bahwa mereka pengayom masyarakat dpr,-1,Negatif
ah yohaness lu dimana ada,0,Netral
golput buat pemilu caleg dpr nanti,0,Netral
lauknya juga dibayarin negara kak,0,Netral
kalau umr mereka tidak mau jadi saya yang akan mau,-4,Negatif
bapak nih gomong apa berputar di juta,0,Netral
niat kerja apa niat gawa cok,0,Netral
bulan dapat bonus bulan,-2,Negatif
banyaknya tikus tak tau malu,0,Netral
ternyata memang buat semua new member ya di kasih,1,Positif
ijin dulu dong ke kita kan duitnya dari pajak kita,-2,Negatif
bensin juta tunjangan beras juta buset,1,Positif
kalau mereka bilang guru jadi beban ya sudah kakak buat guru honorer mogok kerja saja biar sekalian negara kita tambah ancurr,2,Positif
kalau beda kayak begini jadi semakin jelas rapat pada mengapai kenapa beda penjelasannya,-5,Negatif
luar biasa pak tunjangannya ya juta perbulan,2,Positif
beras campur emas tuh,1,Positif
setiap bulan nya lho baaang,-1,Negatif
bisa banget abang orang tidak ada gunanya,0,Netral
enak banget tunjangan beras sampai juta an itu dapat berapa karung beras ya,1,Positif
lihat vt krisdayanti spill gaji dpr kalau ditotal tahun bisa bawa pulang sama bahkan lebih kali tahun pensiunan sampai koit,1,Positif
tinggal ubah ajaaturan mereka juga yang buat,0,Netral
negara cuma buat mengasih makin perut dpr toh,2,Positif
cuma untuk merekan suasana habis itu balik stelan panrik,-2,Negatif
jualan nasi goreng juga dia,1,Positif
terus gjinya itu begitu tidak ada pengeluaran cebok saja mesti digji olh rakyat enak btl rakyat gji juta saja sudah kesemua semuanya,-6,Negatif
naik dkit dpr naik gji rakyat tambah melilit,4,Positif
kamu nanyak joget jogetlah,0,Netral
bikin tenda saja kalian depan gedung dpr,-1,Negatif
jangan beras deh gaji saja sampai tidak sebulan juta,-2,Negatif
makanan raksasa itu mah,0,Netral
tau tidak abang mereka walopun menjabat peiode atau tahun mereka jika sudah tidak menjabat masih dapat gaji pokok dan akhir masa jabatan seumur hidup pokoknya dpr dewan perusak rakyat,-5,Negatif
tunjangan rumah jtbln selama setahun sungguh luar binasa,0,Netral
lihat deh orang ini ternak mulyono,1,Positif
mukak ya ini ornag cocok di pajang di gedung dprdi bariskan sama mamalia,2,Positif
ada tunjangan juta tahun kalau sekali ada kunjungan kali ya juta jadi dalam tahun total sama lebih,3,Positif
kami krj ngontrak sendiri pak,-1,Negatif
yahahaha like ya dikit wkwkwk,1,Positif
cuma dapat ribu buset sudah sampai juta,0,Netral
tunjangan rumah jtbln selama setahun sungguh luar binasa,0,Netral
bikin barak biar tidak telat datangnya pak,-2,Negatif
gajinya sih sudah benar cuma tunjangan ya anjirtttt banget,0,Netral
anjir rumah saja di jamin negara sedangka gue tukang kuli sering di usir dari kontrkan karena kga ke bayar ini yang biadab mah,-5,Negatif
siap rumahmu didatangi massa,1,Positif
kamu ada mulu sudah abang,0,Netral
bapak kau kepala ya kena paku,0,Netral
demi allah tidak ikhlas kerja sampai gila stres deadline kejaran lembur dipotong pajak buat hidup foya pejabat tidak ikhlas,0,Netral
bapak nih gomong apa berputar di juta,0,Netral
bisa buat hidup bulan woilah,0,Netral
sama lebih dalam setahun,3,Positif
jangan ada yang menyerang cukup kunjungan dan silahturami,-4,Negatif
katanya kemarin nombok sebulan apalagi sekarang nombok tahun apa mau,-2,Negatif
gambar monkey ini ada mulu ya,1,Positif
mending uang itu buatkan rumah susun kusus untuk dpr yang dari luar kota,-3,Negatif
beli rumah,1,Positif
beras juta buat berenang,2,Positif
tetap tidak setuju lah keenakan dpr,1,Positif
berani tidak akses transparansi gaji dpr tunjangan nya di buka ke publik,0,Netral
beras juta cuma ente makan sebulan berapa karung bos,1,Positif
jangan cuman tunjangan rumah saja terus kalau tunjangan lain bagaimana,-5,Negatif
itupun dia bilang cuma,-2,Negatif
kamu rela ya gaji kamu dipotong pajak di ambil untuk gaji orang yang krj ya cuma tidur doang,-2,Negatif
muka ya itu loh,0,Netral
juta setiap tahun itu sudah banyak bos,1,Positif
kebanyakan pegang duit jadi ya koslet,1,Positif
sewa rumah tahun juta sebenarnya masih wajar untuk sewa rumah di jakarta makanya harus ya dari awal yang jelaskan cerdas dan jelas,2,Positif
padahal kata ya negara demokrasi tapi pendapat rakyat tidak pernah di dengar,0,Netral
srimulyani kasihan dengan dpr karena harga beras naik,1,Positif
beras tunjangan juta masih pakai cuma apa kabar yang sebulan sekali bergaji juta ini beras saja juta belum yang lainlain,-4,Negatif
bisa lebih sejahtera uang pajak yang buat gaji dan tunjangan itu bisa dialokasikan ke subsidi bensin misal,-2,Negatif
wisss ra percaya laah pak mancal mencle omongane,1,Positif
kasihan ya nanti pas di akhirat,1,Positif
krisdayanti saja pernah bilang sama setahun,0,Netral
ya allah kak sabarr banget itu juga masih di anggap beban negara sama sih sri,2,Positif
seharusnya tidak ada tunjangan beras semua pegawai indonesia saja tidak ada tunjangan beras memangnya kaum miskin bisa ada tunjangan beras,-8,Negatif
gue rasa dia lupa minum obat,-4,Negatif
penjelasan ya kurang lengkap karena kebanyakan tunjangan dasko dasko,0,Netral
duit dari mana gaji dpr sebanyak itu apa uang muncul dari tanah apa turun dari langit enak sekali hidupmu,-7,Negatif
nanti kalian rapat lagi memasuki lagi di apbn tahun depan sama gua sudah tau modus kamu anjir,-5,Negatif
ok gas ok gas,0,Netral
menyala negeri ku,0,Netral
bukan hantu tapi dazal,-1,Negatif
padahal guru yang paling berjasa buat masa depan ya allah dpr bersenang diatas penderitaan rakyatnya,3,Positif
tapi hitungan ya tetap bapak juta sebulanxx,3,Positif
siapa bilang kecil di bandingkan rakyat untuk daerah dapat apa dapat gajih belum sbulan sudah habis bareng sembako naik gara dagang di pajekin pembeli miskin kena dampak mana rasa kasihanmu sama rakyat miskin,-6,Negatif
kamu masih tidak paham jugahadeh dengar dulu baik baik baru komen,0,Netral
jangan bahas juta saja pakanggaran dana t dalam tahun itu untuk apa dibagi tiap anggota dpr dpd berapa tuh sebulanya hejawab,-1,Negatif
nih makluk dimana ada,0,Netral
percaya tidak tidak tuh kalau tidak ada demo yakin tidak diperpanjang,-4,Negatif
juta per bulan luar biyasarakyat bisa tabung tahu juta itu sudah luar biyasa kebanyakan yang tidak bisa ini lo gaji juta per bulan,0,Netral
sih eko kok wagu joged ya ya koto faria,3,Positif
kebanyakan beras entar ke urug beras tidak bisa bangun lagi bagaimana,-1,Negatif
tikus berkumis dan ber uban ini mah,0,Netral
setaun kurang lebih dapat kali sekitaran juta kurang lebih tidak mantap bagaimana sudah,1,Positif
kasihan orang ini otak ya hilang,1,Positif
ini belum dana aspirasi rp juta setahun dapat kali terus dapat tunjangan dalil kalau tidak salah juta setahun dapat kali total saja sendiri setahun bisa sama,-3,Negatif
sehari dia makin kg,0,Netral
jadi buruh pabrik yang gajinya juta rumah ngontrak beras bensin tunjangan,0,Netral
juta per ekor ya dan bayangkan ada berapa ekor di seluruh indonesia,0,Netral
akankah ramalan hard gumay akan terjadi,1,Positif
sama kakak sedih banget,1,Positif
main hp dan joget,0,Netral
hebat juga yhhhh,0,Netral
sedang kan kami beras dll sembako beli sendiri dengan harga naik terusssstp kami dicukupkan tuhan beuh tunjangannya tinggiiigaji juta waow,3,Positif
benar abang mereka punya keluarga yang harus di cukupin buat turunan,0,Netral
engge bu tunjangan beras aae cuman juta sakno ngge,0,Netral
bayak juga dpr makanya ngelebihi kuli,0,Netral
beras emas abang tau sendiri harga emas mahal,0,Netral
anjiirr untuk kontrakan doang perbulan berarti juta,2,Positif
juta tuh bukan cuma tunjangan beras tapi tunjangan yang lain totalnya juta untuk semua tunjangan yang harus di jelaskan yaitu manfaat tunjangan tersebut itu apa saja kenapa mereka perlu mndptkan tunjangan tersebut,-11,Negatif
bayangkan gaji guru honorer yang cuma ataupun gaji di bawah umr sekitar jutabulan,-1,Negatif
barangkali ada yang mau mencari pekerjaan sampingan tanpa menganggu aktifitas lainnya jadi admin wfh di paragon something kerjanya full di rumah,0,Netral
coba suruh tunjukkan yang diomongin itu dasarnya di mana paling cuma omon srh tunjukkan putusannya kalau cuma diberikan unt setahun,-6,Negatif
rakyat ya sebulan kg mask nasi cuma hari sisanya puasa,0,Netral
ya allahsedih amat ya dengar ya kami rakyat kecil mau mendapatkan ribu saja sehari bingung,3,Positif
terus kita percaya begitu,1,Positif
yang bikin undang undang yang mencekik rakyatmalah dapat tunjangan,-2,Negatif
beras juta tidak apa tenang saja gula tertinggi di nasi paling siap untuk insulin,1,Positif
hidup mereka enak bangtt setra rakyat kecil susah hidup ya,-1,Negatif
mntri ke uangn mmprkaya dewansdngkn yang muskin tambah trcekik,0,Netral
kok enak sekali kalian kita yang kerja jauh dari kampung halamangaji umr tidak dapat tambahan biaya kos kok enak kalian,-3,Negatif
apa lah kerja ya dpr di dalam sana,2,Positif
gua lagi minum langsung keselek,-2,Negatif
pak kontrak rumah per bulan juta xbln juta pak ini vt sampai nolak balik saya dengar nyarumah model apa tuh pak jtbln,1,Positif
bukan dikali woyyyydibagi jadinya juta dibagi tahun jdnya juta per tahun,1,Positif
gaji kalian sudah banyak pak astaghfirullah,-1,Negatif
eh lo di mnayaa,0,Netral
rakyat sudah muak dengan omongan kalian yang berubah ubah seperti cuaca contoh ya angin tidak memiliki ktp,-4,Negatif
kalian sadar tidak sih,-1,Negatif
kondisi saat ini defisit apbn kok memikirkan tahun kedepan,-2,Negatif
juta itu masih yang tertulis draf gaji dpr lain lagi ceperan mungkin,-4,Negatif
inipun tambahan tunjangan listrik rumah bensin beras,1,Positif
benar banget kak enak banget jadi dpr ya gjinya gede,3,Positif
dari bahasa tubuh kelihatan banget jelasin seperti itu ngeles dari realita yang sesungguhnya untuk meredam masyarakat apa mungkin masyarakat terus awasi soal tunjangan rumah itu pastinya sudah lupa dan tidak gaduh soal itu,-13,Negatif
kasih hak bebas orang nomor ri tidak di bawah kaki dprapa hak ya orang nomor ri harus izin dulu ke dpr posisi wakil di pundak jangan mlbihi kepala,-4,Negatif
kalau rakyat sudah gerak baru pada klarifikasi akal akalan sekarang sampai oktober wkwkwkkww dasar tikuss berdasi,-2,Negatif
ya namanya juga serakah dikasih berapapun tetap kurang,2,Positif
tanggal trm juta tanggal trm juta uang sewa rumah juta uang asfirasi jutakali setahun uang kunjungan dapil juta kali setahun belum yang lainya uang rapat sidang prjalanan dinas dll,2,Positif
rakyat cuma gaji pokok di bawah juta di pakai buat sekeluarga belum lagi buat cicilan rumah,2,Positif
sibagong ini nongol dimana mana,-1,Negatif
penjelasan yang benar per bulan juta selaman tahunwouuuh juta sebulan tinggal di sangkar emas selama tahun pantasan rakyat marah,0,Netral
biasanya komen tentang anis,0,Netral
dpr yang dari kita,-2,Negatif
uud ya juga mengaco,1,Positif
perbulan minimal juta bagaimana pejuang umr ngumpulin juta dalam setahun juga belum tentu,1,Positif
petinggi konoha tidak memikirkan rakyat upeti uuran pajak pasti bakal naik mengapai di kasih tinjangan gede biar bisa untuk tutup mulut ya,-2,Negatif
gue juga wd juta disitu,1,Positif
coba turun ke jalan nes sekalian permak muka gratis,1,Positif
ia dpr saja beras satu bulan jutasedang kan rakyat banyak yang miskin apa apa semua di pajakin itu kan mpr tidak mikir sama rakyat kecil,-9,Negatif
dpr makan pakai beras porang boloyg hrga kilok,0,Netral
orang pegang akun akun yohanes banyak mereka buzzer byrn kalau ada komen jangan di tggapi laporkan,-2,Negatif
juta dikalikan berapa ribu jumlah dpr,1,Positif
sudah viral baru klarifikasi kalau tidak viral tetap lanjut negara konoha,-1,Negatif
astaga uang beras juta bulan makin berapa kali sehari banyak amat apalagi beras bulig,2,Positif
sabar sabar ya gaes pajak kita sampai oktober untuk kaum fakir miskin dulu,0,Netral
sudah isa beli tanah ples rumah,1,Positif
apalagi kami para guru gaji paling kecil ribu paling besar jutabulan jarak rumah ke tempat kerja butuh waktu jam tidak ada uang tunjangan rumah dan tunjangan transportasi haloooo dpr,-1,Negatif
beras juta cuma ente makan sebulan berapa karung bos,1,Positif
tetap tidak percaya omongannya,1,Positif
mana kerjaannya capek banget lagi rapat mulu,0,Netral
kenapa harus diberikan tunjangan perumhan ya kan pasti para anggota dewan yang dari daerah sudah tau akan beraktifitas atau pun bekerja di jakarta sok biaya rumah ataupun keperluan bekerja harusnya dicukupkan dari gaji yang diberikan tiap bulannya bukan malah menampung anggaran khusus untuk biaya rumah ya,-4,Negatif
maaf pak ya rakyat indonesia sudah pada pintar semuajelas tidak percaya lah sama penjelasan kayak begini,0,Netral
ya caranya koto begitu lomba korupsi buat cari keuntungan sebesar besar ya,2,Positif
wkwkwk tidak kasihan sama rakyatnya,1,Positif
iya tapi yang di bilang suryani malahan guru,0,Netral
beras buat rw abang,1,Positif
iya akal lan mereka karn sudah viral sudah pada demo jadi mereka cari alasan lagi membodohi rkyat,-4,Negatif
ah ngadi yang benar tetap juta perbulan selama periode kali,0,Netral
memang sekarang rakyat sudah sejahterangakk yang ada rakyat makin sengsara semua di pakein pajak goblog,-3,Negatif
begini amat ya negara kita,1,Positif
keterangan selalu berubah trgntung sikond,0,Netral
kak sihan sama pejabat dpr mentri keuangan tidak kasihan sama rakyat,0,Netral
tidak ada manfaatx sama sekali buat rakyatmreka digaji besar malah jadi benalu buat kita,1,Positif
sulit bro sistem mengharuskan bayar pajak,-2,Negatif
kenapa sih para pejabat ini selalu ralat statment apa tidak ada rapat dulu baru di sharingkan ini mengomong beda ini mengomong beda lagi,-5,Negatif
atur atur saja sama kamu orang suka kalian lah,0,Netral
rapat tunjangan anggota dpr pada hadir semua rapat masalah rakyat enak tidur dulu,-5,Negatif
dpr pantas untuk naik gajih kalau bisa hari sama,0,Netral
kg saja bisa buat bulan orang keluarga,-1,Negatif
kalian nyalon saja habis milyaran yakali balik modal,-3,Negatif
beras impor dar neraka makanya perut pada buncit,-2,Negatif
ajiiibbb sebulan juta buat ngontra rumah,3,Positif
enak ya kontrak dibayar pakai uang rakyat giliran rakyatnya sendiri bayar kontrakan rumah petak saja megap,2,Positif
juta kali bulan juta wow untuk kotrak rumah selama tahun juta tahun juta per tahun wow,4,Positif
lebih banyak dprd dki juta per bulan tahun yang dittd anies,0,Netral
setiap bulan dapat ya,0,Netral
dapat darimana uang ya pak,1,Positif
emamg tidak punya rumah,1,Positif
lihat jejak digital bapak inisepertinya begitu kah,1,Positif
nafa urbach tidak kuliah kak kocaggg kan tbtb banget jadi dpr coba,0,Netral
masak kita percaya sama tikus,2,Positif
kamu anak ya yang manaserius bertanya,0,Netral
memikirkan bukan berarti bertindak,-2,Negatif
dpr kerjanya apa sih rakyat mana yang di wakili,-2,Negatif
okt ke okt total bulan deh,-1,Negatif
yang mengasih tunjangan saja masih ngontrak,-3,Negatif
medis pns gol gajinya juta tidak kenal tanggal merahbelum lagi terpojokkan karena kebijakan bpjs ya allahikhlaskan hati,0,Netral
itu belum tunjangan beras dll naik juga lo,-1,Negatif
beras ya premium wkwk,2,Positif
kerjanya nyatanya apa sih enak amat dapat tunjang sana tunjang sini,2,Positif
kasihan bagaimana yang ibu hamil makannya nasi sama royco doang sampai pendarahan karena kurang gizi berguna banget kalau dikasih ke orang yang lebih membutuhkan padahal mah ya,1,Positif
podcast krisdayanti yang membeberkan gaji anggota dpr per tanggal juta tanggal juta dana aspirasi juta kali dalam tahu kunjungan dapil juta kali dalam tahu mantab betul pajak dari rakyat,1,Positif
rumah eko patrio sudah segede gaban masih dapat tunjangan,0,Netral
whatt kasihan dengan kwan dpr,0,Netral
kalau tidak di demo dan tidak ketahuan kayanya terus sampai tahun,-6,Negatif
bubarkan dpr secepat mungkin,-1,Negatif
pekerjaan ya cuma molor padahal,1,Positif
juta tunjangan kontrak selama tahun per tahun juta hidup hedonis,1,Positif
pegang hidung itu sudah pasti ada yang disembunyikan atau omonganya tidak dapat dipercaya,-4,Negatif
kilo dibagi hari kilo perharianggota keluarga anggaplah orang kilo lebih satu orang sehari makan kali kilo lebih sekali makan setara megic com llebih duh kenapa gue jadi belajar berhitung ya,3,Positif
